,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
4438,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
67,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,1113.024,8,0.2,111.3024
3432,First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Paper,60.12,9,0.0,28.8576
760,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,58.32,9,0.0,27.9936
5992,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,184.752,3,0.2,-20.7846
2314,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Appliances,416.32,2,0.0,112.4064
1502,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,33.52,2,0.2,3.352
9639,Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Tables,4297.644,13,0.4,-1862.3124
6213,Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Appliances,76.12,2,0.0,22.0748
6989,First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584
9416,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,10.11,3,0.0,3.2352
5806,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,12.192,3,0.2,4.1148
7567,First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
3583,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,801.96,2,0.0,200.49
7019,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432
3731,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Technology,Phones,499.99,1,0.0,129.9974
4779,First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647
4923,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,629.1,6,0.0,301.968
4989,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.672,3,0.2,2.1684
7254,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,47.4,5,0.0,21.33
790,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,43.04,8,0.0,21.0896
3055,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,2799.96,5,0.2,874.9875
5067,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,21.4,5,0.0,6.206
4376,Standard Class,Home Office,United States,San Gabriel,California,91776,West,Office Supplies,Appliances,270.72,3,0.0,78.5088
3932,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,13.1956
2931,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.2,2.73
6540,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,73.68,6,0.0,34.6296
2612,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624
8799,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,0.4,239.996
6792,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,62.94,3,0.0,30.2112
4445,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,31.68,6,0.0,14.256
1294,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,0.0,1.4784
8519,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,182.22,3,0.0,45.555
2873,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0.0,24.3384
1549,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,559.992,1,0.2,174.9975
7136,Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784
8529,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Chairs,241.424,2,0.2,-36.2136
2582,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,155.35,13,0.0,0.0
7998,First Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.18,7,0.0,3.8976
3460,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2,0.2,14.3952
7121,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0.0,18.837
9753,Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Labels,8.26,2,0.0,3.7996
4649,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0.0,1.932
6215,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,68.16,3,0.0,27.9456
3337,First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Tables,568.728,3,0.2,28.4364
7681,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0.0,151.47
9082,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0.0,1.4456
2483,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1137.75,5,0.0,250.305
5803,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,1.1556
8309,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845
835,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,265.475,1,0.5,-111.4995
2862,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576
9308,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,45.48,4,0.0,15.918
2446,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,17.48,2,0.0,8.2156
7342,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,25.71,3,0.0,9.2556
6622,First Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,41.88,6,0.0,12.1452
8477,Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308
3061,Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,26.88,8,0.2,9.744
9228,Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.72,4,0.0,3.36
2036,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Paper,29.04,3,0.0,13.9392
592,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344,2,0.2,1.168
9895,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,153.824,11,0.2,38.456
7217,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,62.496,2,0.2,21.8736
1829,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,779.796,2,0.4,-168.9558
9333,Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners,14.2,4,0.0,6.674
1841,Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,140.81,1,0.0,39.4268
3553,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,7.476,1,0.7,-5.9808
9021,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844
3672,Standard Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Envelopes,8.872,1,0.2,3.2161
9822,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,152.91,3,0.0,42.8148
8817,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832
7096,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548
3118,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.2,-182.637
107,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,27.992,1,0.2,2.0994
8535,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,56.4,3,0.0,3.384
7876,Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Appliances,11.176,1,0.2,0.8382
5858,Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,239.666,2,0.15,14.098
5662,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,511.056,9,0.2,-95.823
6980,First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416
3726,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,360.38,2,0.0,93.6988
5880,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,50.098
7072,Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
174,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12
3189,Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864
6784,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,138.588,1,0.4,-34.647
9054,Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Supplies,21.96,2,0.0,6.1488
6960,Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208
1662,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.896,3,0.7,-9.264
5464,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5,0.2,36.693
4789,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,54.92,5,0.2,10.984
9794,Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,18.24,3,0.8,-31.008
2678,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,25.164,2,0.7,-16.776
30,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,3.264,2,0.2,1.1016
6389,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,311.15,5,0.0,146.2405
1550,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086
2472,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,64.864,4,0.2,6.4864
6583,Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,101.94,6,0.0,29.5626
2017,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,14.62,2,0.0,6.8714
4477,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,333.09,3,0.0,23.3163
6751,Second Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,8.74,2,0.0,2.2724
2250,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,541.44,6,0.0,157.0176
6984,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162
7463,Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0.0,3.72
5358,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,15.78,2,0.0,0.6312
8876,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024
9088,Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Phones,246.168,3,0.2,21.5397
5273,First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208
8252,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416
6397,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Art,5.248,2,0.2,0.5904
1953,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,1282.41,5,0.1,213.735
3107,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3,0.0,10.0878
4021,Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Technology,Phones,82.782,3,0.4,-15.1767
1369,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,590.058,7,0.7,-786.744
412,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,1336.829,13,0.15,31.4548
1935,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,166.16,8,0.0,59.8176
7503,Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391
5594,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544
2019,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,40.14,6,0.0,19.6686
204,Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712
1621,Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752
1605,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.46,3,0.0,1.5288
5960,Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,21.12,4,0.0,6.5472
6931,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,13.494,1,0.4,-2.249
9598,Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,60.84,3,0.0,19.4688
4558,Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684
3230,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066
9537,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,477.666,2,0.15,84.294
6228,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,110.376,4,0.4,-20.2356
5193,Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,85.96,7,0.0,40.4012
7835,Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,479.92,2,0.2,41.993
9156,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0.0,27.5292
6971,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792
9601,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Paper,239.5,5,0.0,114.96
5360,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,198.272,8,0.2,-32.2192
4086,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,20.952,3,0.2,7.0713
5558,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104
9969,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,22.75,7,0.0,6.5975
9000,Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324
6374,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,561.584,2,0.2,70.198
6542,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,107.88,3,0.2,10.788
130,First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,59.97,5,0.4,-11.994
9723,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,296.712,13,0.2,100.1403
